"Path","SHA256"
"codex/bundles/shared-provider-real-catalogs/architecture/06-administration-boundaries.md","D81811BBCA438DD8F70F825C575E6F58B1034C725DFBBEE13852938959F7546C"
"codex/bundles/shared-provider-real-catalogs/inputs/05-compact-provider-and-token-administration.md","D467C5007D89AB403654769D8FC5AF5FE991A678475A35B8FF0E2444AD653ACC"
"codex/bundles/shared-provider-real-catalogs/plan/01-phase-plan.md","2C1A280A9F3F691C4A041B9D43979ABC5F6B1C6D977AEC281F55D76A34597F26"
"codex/bundles/shared-provider-real-catalogs/proof/SB05/add-source-dialog.png","7CDB8CE058361CDC0AB14E2BBD4D49FB5F613CD353EF37EC4231BC56F6D61553"
"codex/bundles/shared-provider-real-catalogs/proof/SB05/catalog-dialog.png","DB376ECB524395998ACEDC12B09C29939CF5C10F89C541274AAB4EEB9ECC0F9B"
"codex/bundles/shared-provider-real-catalogs/proof/SB05/component-discovery.txt","C8A58B7DC343763EBAA00AE1D390262457A9CC69DAA079A149348A58246EED23"
"codex/bundles/shared-provider-real-catalogs/proof/SB05/component-tests.trx","51B712D87C33B3C6DDE48629BF04D88DA16E585D696AC2D9FF54B383ADB84A3D"
"codex/bundles/shared-provider-real-catalogs/proof/SB05/component-tests.txt","EA3C3F16C1EB8DF53164B9A163F0A5C1378CDEF8184D112BF282B78757206A82"
"codex/bundles/shared-provider-real-catalogs/proof/SB05/connections-dialog.png","8BF464A29B028226FE1100C831D182CD869E0935C415C84478C52B877ECC04D1"
"codex/bundles/shared-provider-real-catalogs/proof/SB05/docker-build.txt","3138E903A9D77F9E55FA6783555A706EB65CEFC8BC2028C673983818904C5761"
"codex/bundles/shared-provider-real-catalogs/proof/SB05/manifest.md","7D64906BC2A589C2C28CCF9A653968DACC415092BE86FF5524AA8ADA767FF8B3"
"codex/bundles/shared-provider-real-catalogs/proof/SB05/providers-after.png","397AAC66DE0FCDD7738AC732A378DFE039585E61B8D97127E9C6EF2AEDBFE792"
"codex/bundles/shared-provider-real-catalogs/proof/SB05/providers-before.png","748893B15EF6D49BB00A43709CAF9368B0A421822A5DFCB96724B0F98070722D"
"codex/bundles/shared-provider-real-catalogs/proof/SB06/architecture-review.md","F8B851CE04A996682C12D4B57ED91D22FA363ECFEEF969EA63C42FC5DD3FACB4"
"codex/bundles/shared-provider-real-catalogs/proof/SB06/before-hashes.csv","461B606B960F093EBB8315E1026DF8B9992F4990131636B6211AD2D911F86E8B"
"codex/bundles/shared-provider-real-catalogs/proof/SB06/broad-regression-results.md","C56515DD5DEE843E41113488D9EA915FC839A2756F44AE346FF4DDF150F8B695"
"codex/bundles/shared-provider-real-catalogs/proof/SB06/browser-validation.md","D4BEF5650EE019FBB93D6E97A007112ED595DD2331ED2277CDD763896C4F4834"
"codex/bundles/shared-provider-real-catalogs/proof/SB06/build-final.txt","5DB000F8CC5E8CC69860002F3DC4971E9F0E77499A3D41931D6CA8ECE72C4306"
"codex/bundles/shared-provider-real-catalogs/proof/SB06/build.txt","46BF41E75587CE4EE2AD5B7F719F258E5A072F48078D21CEA8C1F430130B3F11"
"codex/bundles/shared-provider-real-catalogs/proof/SB06/bundle-completed-preflight.txt","09CA395ED242F14975CB35AC838EBAD4E477B9FE801877F374027C20D43155C1"
"codex/bundles/shared-provider-real-catalogs/proof/SB06/client-catalog-final.png","0CB48B1666232AB0C684FA2D505F510D6545526443C457071F772969352A03A4"
"codex/bundles/shared-provider-real-catalogs/proof/SB06/codeanalytics-summary.json","519AA6F93C445C8E5E848ADF633E40115EAE2080E9CA3F6C58DFB5C2A0AFDB9A"
"codex/bundles/shared-provider-real-catalogs/proof/SB06/component-discovery.txt","A957F5D533D41DA7CC47918EF92D227E0D539BD154F0BB8A200D8CAA32AF3567"
"codex/bundles/shared-provider-real-catalogs/proof/SB06/component-tests-final.trx","C89C4F8033584477FCF0A6D99EE8472B82691E800B8E7E9BC7C8C75ECAF6E593"
"codex/bundles/shared-provider-real-catalogs/proof/SB06/component-tests-final.txt","29B668E7897CB00C50DBB505AF16C22BBA2894E805C2B06BC8D13575C12A82F5"
"codex/bundles/shared-provider-real-catalogs/proof/SB06/component-tests.trx","6FFA47A8CFFBA0E704248B36A274C63F931BD2E82D6FA5F77D94C8AB2180D63A"
"codex/bundles/shared-provider-real-catalogs/proof/SB06/component-tests.txt","75BD669FFA5F344E6BE56E461F416186E035A7360EF50CDBE513DCBFB91B91B2"
"codex/bundles/shared-provider-real-catalogs/proof/SB06/docker-build-final.txt","BB50773FF08AC5F47CE07A0554BD95D4B984260C6A74B27DB9538179E55DAD57"
"codex/bundles/shared-provider-real-catalogs/proof/SB06/docker-build.txt","52CBF18FAA6E247820762777236E076AD11DA25FD95FFAE18EC2F6D104858B90"
"codex/bundles/shared-provider-real-catalogs/proof/SB06/fresh-5214-add-source.png","E221A6795EC7914C21DDB17FC8E51796DC5B950F096040308C79CDCEC04A161F"
"codex/bundles/shared-provider-real-catalogs/proof/SB06/fresh-5214-providers.png","BE93A3CF1A47869E4CD5BC0DDCC816F7DD5F453DA51F1B74A682CF87C4FCCF95"
"codex/bundles/shared-provider-real-catalogs/proof/SB06/changed-files.csv","45E9BB076D2866B260ED1574AF317F6D0CF0907B470963C22EB0B85124877CE2"
"codex/bundles/shared-provider-real-catalogs/proof/SB06/integration-discovery.txt","33FD0348626AD78E0C629C414621EDF0E49986F6A3F59C4609BA38AC0481D6F7"
"codex/bundles/shared-provider-real-catalogs/proof/SB06/integration-progress-stacks-2.txt","898FEF4CC186ABC3DF611B46E8083865CCEE52D506B9A8478789A3DB84BB2023"
"codex/bundles/shared-provider-real-catalogs/proof/SB06/integration-progress-stacks.txt","51C23BD0E0844B16E69CB1D1CE80570E6490E440EC5D60580542A05A9045348B"
"codex/bundles/shared-provider-real-catalogs/proof/SB06/integration-rebuild-file-lock.txt","2431680F4478A8F53D8C984B2E1780D88A53E7A12213F576F8A2B3573807E23C"
"codex/bundles/shared-provider-real-catalogs/proof/SB06/integration-suite.trx","27FD6416E6F5C48AEF63AEA073F04DA1BD016D0D1E621DBB2E423A90DEEE2D2B"
"codex/bundles/shared-provider-real-catalogs/proof/SB06/integration-suite.txt","AE6C437A78ADD3D8DE68023945F7EA9C9B186FA44D31C8D63264BD1F99EDDF62"
"codex/bundles/shared-provider-real-catalogs/proof/SB06/integration-tests-final.txt","2431680F4478A8F53D8C984B2E1780D88A53E7A12213F576F8A2B3573807E23C"
"codex/bundles/shared-provider-real-catalogs/proof/SB06/integration-tests.trx","A21B5810A80AC97C8D1E697C6230D9BFF3B5BA42585358942A42B9D72BA29D0D"
"codex/bundles/shared-provider-real-catalogs/proof/SB06/integration-tests.txt","3AF5317CB72C958C9613DF3FDC7D82785871E5C469B2E428B3C07617DE435161"
"codex/bundles/shared-provider-real-catalogs/proof/SB06/manifest.md","B9BD58C4B4C5F96313279C31544C7BAB61A2C1882E2FA87DAC941B2D7BC551C4"
"codex/bundles/shared-provider-real-catalogs/proof/SB06/mcp-image2-result.json","C89DE04956596A6521E1768B9BFB42F43B07C512713E2D59A434690C4DF2D9DA"
"codex/bundles/shared-provider-real-catalogs/proof/SB06/mcp-lifecycle-result.json","BBBC5CE78BCC87127888D3BEF4167DF9B30595861778FE786E89D23E8F8F43B2"
"codex/bundles/shared-provider-real-catalogs/proof/SB06/picker-investigation.trx","7FAB4EB7415EB39A65A31BFBAFA368A3593FB2A891B656FB740D8C3CBFA29AEE"
"codex/bundles/shared-provider-real-catalogs/proof/SB06/picker-investigation.txt","91CCE61F9B27E654252C2826E19798E2475DFE48F2B93FC37A53F0087258222B"
"codex/bundles/shared-provider-real-catalogs/proof/SB06/regression-red.trx","7507E6E2BC4CD5A098607DD5740F7D5B6E9C623765C8BF8BCC183B0DFF505694"
"codex/bundles/shared-provider-real-catalogs/proof/SB06/regression-red.txt","951228CFFF426917327EFF92BD925AEE906C8AAE70E1B3745C92FF73F1B0265B"
"codex/bundles/shared-provider-real-catalogs/proof/SB06/reset-5214.txt","DC4647C86C309E7A4594AD74933A32B3BAC9CD78B08CE7E896A2D909C2302518"
"codex/bundles/shared-provider-real-catalogs/proof/SB06/restart-fresh-before-reset.txt","35972E40C4374F9D9F3996A66C981C7B49D168894352C89738F7E37C16E22D5C"
"codex/bundles/shared-provider-real-catalogs/proof/SB06/restart-fresh-final.txt","35972E40C4374F9D9F3996A66C981C7B49D168894352C89738F7E37C16E22D5C"
"codex/bundles/shared-provider-real-catalogs/proof/SB06/restart-pair-final.txt","73F5DD8E0F31C75063BBC20C20447B44D2A7751BFD4F7CD8A140513A71571DC6"
"codex/bundles/shared-provider-real-catalogs/proof/SB06/restart-pair.txt","EF2C014B55A508E9FD2C2A31CE585C5FED5A2D7F7AB2941B17669374E4FDA06B"
"codex/bundles/shared-provider-real-catalogs/proof/SB06/runtime-final.txt","932D03FC72721E8F1A977472C12BFB30B9FA9561CEAC040D4D9A18BCCFAF1A20"
"codex/bundles/shared-provider-real-catalogs/proof/SB06/runtime-image2-final.txt","43B16E7E8686D8F1EA45D449B016349B7FD6C51A84C9270A72DCD7861231D3B8"
"codex/bundles/shared-provider-real-catalogs/proof/SB06/scopes-dialog.png","5E8D4CD155FEAE387DF2ABC343085241B873051DF68D358352E3CDB2962DD9A9"
"codex/bundles/shared-provider-real-catalogs/proof/SB06/semantic-invariants.md","D7E2F7FCD0480E0C0B325FBC07434B14578B73D9FE707A1E041554A6EF985AC7"
"codex/bundles/shared-provider-real-catalogs/proof/SB06/source-audit.txt","20AD5E41152E5626EB03D1261F78C869F408B78B0D68944E1013B81B1024FE92"
"codex/bundles/shared-provider-real-catalogs/proof/SB06/token-id-search-final.png","9F7AFA00877586B323D69FB4A362ADAD221858481D263C89DC4A180FD92B8833"
"codex/bundles/shared-provider-real-catalogs/proof/SB06/token-id-search-settled.png","529B77A4F645626E8BAFFDCE0489024952202859CD9C3C80DB7EEE7F6D3B5C9B"
"codex/bundles/shared-provider-real-catalogs/proof/SB06/token-revoked-final.png","AA561911A21A8E12416A31AFF09B4854349E67B890B7384897F4487F87C6AB58"
"codex/bundles/shared-provider-real-catalogs/proof/SB06/token-revoked.png","DE587F737F788699D7A5A6A11A09A8928AD0ADDAF5A268D3D409D6E776FA1B94"
"codex/bundles/shared-provider-real-catalogs/proof/SB06/tokens-dialog.png","7772494DD9E1FF4841AA898219A05A9FFB914B8ACA1BB8F34A203037382DB3E5"
"codex/bundles/shared-provider-real-catalogs/proof/SB06/transcripts/broad-regression.txt","5EE1613646457EFEDAD9E6F1982A8CB8CA545B761BC9642F5EADAB65C0874E4D"
"codex/bundles/shared-provider-real-catalogs/proof/SB06/transcripts/bundle-completed.txt","49C272ACB8212E1BD0D27F323C7D56EAD3FDA089E8B2E32233433BFAF051F6A1"
"codex/bundles/shared-provider-real-catalogs/proof/SB06/transcripts/Collect-BroadRegression.ps1","FCA46BC05C3FB91A6FF07A779D8A8788AFBAE1CF084DB2B0E4DD543801851A6C"
"codex/bundles/shared-provider-real-catalogs/proof/SB06/transcripts/failing-first.txt","B3520FEC3BAF80ED909A7F5572CECAFEE6EBB5447DEB9272337B71F8515CB0CE"
"codex/bundles/shared-provider-real-catalogs/proof/SB06/transcripts/Freeze-Proof.ps1","E7212712012418494190FAC493AFC30A15B22CAEA33A6DDB4673EC1702917E61"
"codex/bundles/shared-provider-real-catalogs/proof/SB06/transcripts/Redact-TestArtifacts.ps1","5F1692B88557DA7BE01F6A37152E91B894CDAF98FE0227ECB3CCA6FE144B24FB"
"codex/bundles/shared-provider-real-catalogs/proof/SB06/transcripts/redaction.txt","8471418F683FBEC6CA4C730D2576B22209286025EACFDBDF9C840DB773CDC6A5"
"codex/bundles/shared-provider-real-catalogs/proof/SB06/transcripts/verification.txt","137A8170CCD98EE423A2E6BA5E880677E75E9135644B1C0662B4FC3FA5A5F0C1"
"codex/bundles/shared-provider-real-catalogs/proof/SB06/transcripts/Verify-Proof.ps1","2296A7DB5706526F79B233F12178D01DBAF5D9B7EB642772FD9900172FA9B24F"
"codex/bundles/shared-provider-real-catalogs/proof/SB06/unit-discovery.txt","6E9F63411F2D5E852A3124E79AA1832C0C838F464AE44A56DD721D66737483B4"
"codex/bundles/shared-provider-real-catalogs/proof/SB06/unit-suite.trx","EDC7260E2B9440BC3EC2F007F0139C88A1E92916B89D4A7C7930E110883E451D"
"codex/bundles/shared-provider-real-catalogs/proof/SB06/unit-suite.txt","9A7D61164768A2C496A0C2A6D58C7EF01E610D3492B4430E6E6DFD17FC6ABD5B"
"codex/bundles/shared-provider-real-catalogs/proof/SB06/unit-tests-final.trx","81866EBC6B8608AEBC520B5078B1315A12A2E61089DAF7FCFB73A59181C152E8"
"codex/bundles/shared-provider-real-catalogs/proof/SB06/unit-tests-final.txt","FFC5435EB10EAFCA52C9DF87699893248273B5BD74D63CBA43FE3F9E3AD35699"
"codex/bundles/shared-provider-real-catalogs/proof/SB06/unit-tests.trx","51B47A48463E021C447E6FD679F916BDBD65EBDDDC4E533364B35BA4DE499185"
"codex/bundles/shared-provider-real-catalogs/proof/SB06/unit-tests.txt","A0D6437F74F08BBBAD95C54D469AE32FC2C54961D08DF648E2E5ED4278433B16"
"codex/bundles/shared-provider-real-catalogs/README.md","8A0A237EC5FE10DFDC19445E0562712297A384E1D9D698D041B0B07D1ACEEB60"
"codex/bundles/shared-provider-real-catalogs/requirements/01-normalized-requirements.md","A1FA865A8BAECBD67EF22197CFB9AE9042E2D31B9A77A58C81A8A080F816105C"
"codex/bundles/shared-provider-real-catalogs/reviews/01-execution-report.md","4F1A547746B8AF394C7B6700C799A3828D5BCE259A64CF5F59280EA3A1312FCF"
"codex/bundles/shared-provider-real-catalogs/reviews/02-final-verifier.md","CF019F0AB5F1DAF7CF587FC711F6589E734342BB716C459C0109F8D3B945B1B1"
"codex/bundles/shared-provider-real-catalogs/reviews/csharp-architecture-gate.md","BDE987CA9BEF12A52E24C3DEBF288B9A0A3066A389015FDD620C60BE174AFCCE"
"codex/bundles/shared-provider-real-catalogs/subbundles/04-avatar-and-fresh-client/compose.yaml","6BC619D40A81A5F11106ABDAF6E1FC8724D782732A99BC66D2D32F4CDD8579B3"
"codex/bundles/shared-provider-real-catalogs/subbundles/04-avatar-and-fresh-client/HANDOFF.md","EC91420FC95345BCE47B1A5DF96144115453E05C8ECF53343C7353F8D11FCE1F"
"codex/bundles/shared-provider-real-catalogs/subbundles/05-compact-provider-administration/README.md","DE67867107989B22873F9B99BC7A17192ABA5FD96BFB749ECE8F0931F3269929"
"codex/bundles/shared-provider-real-catalogs/subbundles/06-token-lifecycle-and-fresh-handoff/HANDOFF.md","454979C0EEF656E7421C00B1AB49361CD525C969601B8C59A55A4BB2931E14B5"
"codex/bundles/shared-provider-real-catalogs/subbundles/06-token-lifecycle-and-fresh-handoff/README.md","218B5F818C829D7B9AA7C847E1D963F073B6A9DE886C6A0E81B37D81E3596431"
"codex/bundles/shared-provider-real-catalogs/subbundles/06-token-lifecycle-and-fresh-handoff/Reset-5214.ps1","A6B1D179BA36E40E15CB906DD7BB9645D01495094917C796103CA84442A1D3DE"
"codex/bundles/shared-provider-real-catalogs/traceability/01-requirement-traceability.md","43596E4DF42C2E1587DFD4C0DE4C6FB1836B22E1C41F9A571817CB473A594B91"
